"RentStation","ReturnStation","Riderships","Date"
150,9,8,2019-11-15
150,9,3,2019-11-13
150,10,6,2019-11-11
150,10,2,2019-11-15
150,10,3,2019-11-13
150,11,2,2019-11-13
150,13,1,2019-11-13
150,15,4,2019-11-15
150,15,3,2019-11-13
150,16,1,2019-11-13
150,17,2,2019-11-11
150,17,2,2019-11-15
150,18,2,2019-11-15
150,18,1,2019-11-13
150,19,2,2019-11-11
150,19,2,2019-11-15
150,19,1,2019-11-13
150,22,2,2019-11-11
150,22,2,2019-11-15
150,22,2,2019-11-13
150,23,1,2019-11-13
150,25,8,2019-11-11
150,25,4,2019-11-15
150,25,2,2019-11-13
150,28,4,2019-11-11
150,28,1,2019-11-13
150,30,2,2019-11-11
150,32,2,2019-11-11
150,33,2,2019-11-15
150,40,4,2019-11-15
150,40,1,2019-11-13
150,42,2,2019-11-11
150,42,2,2019-11-15
150,49,2,2019-11-11
150,52,2,2019-11-11
150,52,2,2019-11-15
150,63,2,2019-11-15
150,70,4,2019-11-11
150,70,4,2019-11-15
150,70,1,2019-11-13
150,71,2,2019-11-15
150,75,2,2019-11-11
150,75,2,2019-11-15
150,77,2,2019-11-11
150,77,2,2019-11-15
150,85,2,2019-11-11
150,88,136,2019-11-11
150,88,94,2019-11-15
150,88,49,2019-11-13
150,93,6,2019-11-11
150,93,2,2019-11-15
150,93,4,2019-11-13
150,96,2,2019-11-15
150,113,2,2019-11-11
150,113,4,2019-11-15
150,130,4,2019-11-15
150,130,1,2019-11-13
150,132,1,2019-11-13
150,138,98,2019-11-11
150,138,82,2019-11-15
150,138,41,2019-11-13
150,150,50,2019-11-11
150,150,28,2019-11-15
150,150,14,2019-11-13
150,170,1,2019-11-13
150,175,1,2019-11-13
150,179,2,2019-11-11
150,185,1,2019-11-13
150,197,6,2019-11-15
150,218,2,2019-11-11
150,218,4,2019-11-15
150,221,2,2019-11-15
150,241,8,2019-11-11
150,241,4,2019-11-15
150,255,2,2019-11-15
150,282,10,2019-11-11
150,282,2,2019-11-13
150,291,2,2019-11-11
150,291,4,2019-11-15
150,291,3,2019-11-13
150,302,2,2019-11-11
150,312,2,2019-11-15
150,320,4,2019-11-11
150,320,6,2019-11-15
150,320,1,2019-11-13
150,326,2,2019-11-11
150,326,4,2019-11-15
150,326,3,2019-11-13
150,338,4,2019-11-11
150,338,2,2019-11-15
150,338,1,2019-11-13
150,343,2,2019-11-11
150,357,6,2019-11-15
150,357,1,2019-11-13
150,359,2,2019-11-11
150,359,1,2019-11-13
150,379,6,2019-11-11
150,379,2,2019-11-15
150,387,6,2019-11-11
150,387,2,2019-11-15
150,392,4,2019-11-11
150,392,1,2019-11-13
150,394,10,2019-11-11
150,394,14,2019-11-15
150,394,6,2019-11-13
150,395,2,2019-11-11
150,395,8,2019-11-15
150,395,2,2019-11-13
151,45,1,2019-11-13
151,63,2,2019-11-11
151,94,14,2019-11-11
151,94,12,2019-11-15
151,94,10,2019-11-13
151,95,2,2019-11-11
151,95,1,2019-11-13
151,98,2,2019-11-15
151,102,2,2019-11-11
151,120,2,2019-11-15
151,132,1,2019-11-13
151,139,2,2019-11-15
151,141,10,2019-11-11
151,141,2,2019-11-13
151,142,8,2019-11-11
151,144,2,2019-11-11
151,144,1,2019-11-13
151,151,34,2019-11-11
151,151,16,2019-11-15
151,151,2,2019-11-13
151,166,2,2019-11-13
151,171,6,2019-11-11
151,171,2,2019-11-13
151,187,2,2019-11-11
151,195,2,2019-11-11
151,205,4,2019-11-11
151,205,1,2019-11-13
151,206,2,2019-11-11
151,220,4,2019-11-15
151,222,1,2019-11-13
151,225,2,2019-11-11
151,225,1,2019-11-13
151,237,2,2019-11-11
151,237,1,2019-11-13
151,247,2,2019-11-15
151,247,1,2019-11-13
151,262,4,2019-11-15
151,272,4,2019-11-11
151,272,2,2019-11-13
151,293,2,2019-11-15
151,306,2,2019-11-11
151,315,2,2019-11-11
151,369,6,2019-11-11
151,369,4,2019-11-15
151,383,2,2019-11-11
151,385,10,2019-11-11
151,385,8,2019-11-15
151,385,2,2019-11-13
151,388,2,2019-11-11
151,388,4,2019-11-15
151,388,1,2019-11-13
151,1001,2,2019-11-11
151,1001,2,2019-11-15
151,1005,4,2019-11-15
151,1006,8,2019-11-11
151,1006,4,2019-11-15
151,1006,1,2019-11-13
151,1036,4,2019-11-11
151,1036,4,2019-11-15
151,1036,1,2019-11-13
151,1037,4,2019-11-11
151,1037,4,2019-11-15
151,1037,2,2019-11-13
151,1042,4,2019-11-15
151,1042,1,2019-11-13
151,1043,2,2019-11-11
151,1055,2,2019-11-11
151,1056,2,2019-11-11
151,1056,6,2019-11-15
151,1087,2,2019-11-11
151,1093,6,2019-11-11
151,1093,2,2019-11-15
151,1093,1,2019-11-13
151,1102,2,2019-11-11
151,1102,1,2019-11-13
151,1147,2,2019-11-11
151,1327,2,2019-11-11
151,1412,10,2019-11-11
151,1412,2,2019-11-15
151,1412,1,2019-11-13
151,1490,1,2019-11-13
151,1509,2,2019-11-11
151,1638,2,2019-11-11
151,1638,4,2019-11-15
151,1638,3,2019-11-13
151,1641,2,2019-11-11
151,1648,1,2019-11-13
152,22,6,2019-11-11
152,73,2,2019-11-11
152,73,1,2019-11-13
152,78,2,2019-11-11
152,97,410,2019-11-11
152,97,380,2019-11-15
152,97,203,2019-11-13
152,99,4,2019-11-11
152,108,2,2019-11-11
152,108,2,2019-11-15
152,108,1,2019-11-13
152,115,2,2019-11-11
152,115,2,2019-11-15
152,115,1,2019-11-13
152,116,6,2019-11-15
152,116,2,2019-11-13
152,119,4,2019-11-11
152,124,2,2019-11-11
152,131,2,2019-11-11
152,131,2,2019-11-15
152,131,1,2019-11-13
152,134,6,2019-11-11
152,134,2,2019-11-15
152,134,1,2019-11-13
152,145,2,2019-11-13
152,146,22,2019-11-11
152,146,12,2019-11-15
152,146,11,2019-11-13
152,147,22,2019-11-11
152,147,22,2019-11-15
152,147,12,2019-11-13
152,149,2,2019-11-11
152,152,46,2019-11-11
152,152,30,2019-11-15
152,152,14,2019-11-13
152,154,12,2019-11-11
152,154,6,2019-11-15
152,154,5,2019-11-13
152,159,2,2019-11-11
152,165,1,2019-11-13
152,190,2,2019-11-11
152,190,2,2019-11-15
152,190,2,2019-11-13
152,213,2,2019-11-15
152,215,2,2019-11-11
152,218,2,2019-11-11
152,218,2,2019-11-15
152,218,1,2019-11-13
152,224,2,2019-11-11
152,241,2,2019-11-11
152,241,2,2019-11-15
152,251,12,2019-11-11
152,251,14,2019-11-15
152,251,5,2019-11-13
152,256,2,2019-11-11
152,256,2,2019-11-13
152,280,8,2019-11-11
152,280,14,2019-11-15
152,280,3,2019-11-13
152,284,4,2019-11-15
152,284,1,2019-11-13
152,298,3,2019-11-13
152,320,2,2019-11-15
152,322,1,2019-11-13
152,323,2,2019-11-11
152,331,2,2019-11-15
152,336,2,2019-11-11
152,346,6,2019-11-11
152,346,4,2019-11-15
152,346,4,2019-11-13
152,375,22,2019-11-11
152,375,16,2019-11-15
152,375,9,2019-11-13
152,397,10,2019-11-11
152,397,4,2019-11-15
152,398,4,2019-11-11
152,398,4,2019-11-15
152,398,1,2019-11-13
152,1049,1,2019-11-13
152,1121,2,2019-11-11
152,1180,2,2019-11-11
152,1180,1,2019-11-13
152,1230,2,2019-11-11
152,1235,8,2019-11-11
153,20,1,2019-11-13
153,26,2,2019-11-15
153,60,2,2019-11-15
153,60,1,2019-11-13
153,67,4,2019-11-11
153,73,1,2019-11-13
153,76,1,2019-11-13
153,78,8,2019-11-11
153,78,4,2019-11-15
153,78,1,2019-11-13
153,79,62,2019-11-11
153,79,54,2019-11-15
153,79,30,2019-11-13
153,82,2,2019-11-15
153,82,1,2019-11-13
153,84,2,2019-11-11
153,86,2,2019-11-15
153,91,2,2019-11-11
153,92,6,2019-11-11
153,92,4,2019-11-15
153,99,64,2019-11-11
153,99,50,2019-11-15
153,99,24,2019-11-13
153,108,6,2019-11-11
153,108,1,2019-11-13
153,111,2,2019-11-11
153,111,1,2019-11-13
153,115,4,2019-11-11
153,115,10,2019-11-15
153,115,3,2019-11-13
153,120,1,2019-11-13
153,139,4,2019-11-11
153,139,2,2019-11-15
153,139,2,2019-11-13
153,140,2,2019-11-11
153,140,2,2019-11-15
153,140,2,2019-11-13
153,145,6,2019-11-11
153,145,4,2019-11-15
153,145,2,2019-11-13
153,153,28,2019-11-11
153,153,20,2019-11-15
153,153,18,2019-11-13
153,162,2,2019-11-15
153,173,2,2019-11-11
153,173,1,2019-11-13
153,177,2,2019-11-15
153,177,1,2019-11-13
153,183,4,2019-11-11
153,183,2,2019-11-15
153,183,1,2019-11-13
153,188,2,2019-11-11
153,190,2,2019-11-15
153,194,2,2019-11-15
153,215,2,2019-11-13
153,220,10,2019-11-11
153,220,6,2019-11-15
153,220,7,2019-11-13
153,222,4,2019-11-11
153,222,1,2019-11-13
153,229,6,2019-11-11
153,229,8,2019-11-15
153,229,3,2019-11-13
153,244,2,2019-11-15
153,245,2,2019-11-11
153,245,2,2019-11-15
153,245,1,2019-11-13
153,249,4,2019-11-11
153,249,4,2019-11-15
153,249,2,2019-11-13
153,258,4,2019-11-15
153,259,4,2019-11-11
153,259,2,2019-11-15
153,277,4,2019-11-11
153,277,4,2019-11-15
153,277,1,2019-11-13
153,281,2,2019-11-11
153,281,2,2019-11-15
153,298,6,2019-11-11
153,298,14,2019-11-15
153,301,2,2019-11-15
153,319,1,2019-11-13
153,322,6,2019-11-11
153,322,2,2019-11-15
153,322,2,2019-11-13
153,323,12,2019-11-11
153,323,2,2019-11-15
153,323,2,2019-11-13
153,324,2,2019-11-15
153,328,2,2019-11-13
153,332,6,2019-11-11
153,332,6,2019-11-15
153,332,8,2019-11-13
153,336,1,2019-11-13
153,347,2,2019-11-11
153,347,2,2019-11-15
153,347,2,2019-11-13
153,349,2,2019-11-11
153,351,2,2019-11-11
153,359,2,2019-11-15
153,372,1,2019-11-13
153,401,4,2019-11-11
153,401,2,2019-11-15
153,401,2,2019-11-13
153,404,4,2019-11-11
153,404,1,2019-11-13
153,1029,2,2019-11-11
153,1039,2,2019-11-11
153,1049,1,2019-11-13
153,1235,2,2019-11-15
153,1242,2,2019-11-11
153,1242,1,2019-11-13
153,1441,1,2019-11-13
153,1447,2,2019-11-11
154,48,1,2019-11-13
154,97,24,2019-11-11
154,97,14,2019-11-15
154,97,8,2019-11-13
154,105,4,2019-11-11
154,111,2,2019-11-15
154,114,2,2019-11-11
154,114,2,2019-11-13
154,116,4,2019-11-11
154,116,1,2019-11-13
154,123,4,2019-11-11
154,123,1,2019-11-13
154,124,2,2019-11-11
154,124,4,2019-11-15
154,131,2,2019-11-15
154,133,6,2019-11-11
154,134,8,2019-11-11
154,134,2,2019-11-15
154,135,2,2019-11-15
154,139,2,2019-11-15
154,145,2,2019-11-11
154,146,70,2019-11-11
154,146,68,2019-11-15
154,146,35,2019-11-13
154,147,48,2019-11-11
154,147,22,2019-11-15
154,147,10,2019-11-13
154,148,1,2019-11-13
154,149,2,2019-11-11
154,152,28,2019-11-11
154,152,6,2019-11-15
154,152,10,2019-11-13
154,154,36,2019-11-11
154,154,22,2019-11-15
154,154,11,2019-11-13
154,188,2,2019-11-15
154,190,1,2019-11-13
154,204,1,2019-11-13
154,223,1,2019-11-13
154,224,2,2019-11-11
154,224,4,2019-11-15
154,229,2,2019-11-11
154,229,2,2019-11-15
154,229,1,2019-11-13
154,242,4,2019-11-15
154,242,1,2019-11-13
154,251,10,2019-11-11
154,251,6,2019-11-15
154,251,2,2019-11-13
154,254,2,2019-11-11
154,256,16,2019-11-11
154,256,4,2019-11-15
154,256,1,2019-11-13
154,263,1,2019-11-13
154,270,2,2019-11-11
154,270,2,2019-11-15
154,273,2,2019-11-11
154,280,12,2019-11-11
154,280,8,2019-11-15
154,280,7,2019-11-13
154,284,2,2019-11-11
154,291,1,2019-11-13
154,319,2,2019-11-11
154,319,2,2019-11-15
154,319,1,2019-11-13
154,341,2,2019-11-11
154,341,2,2019-11-15
154,341,2,2019-11-13
154,342,2,2019-11-15
154,346,14,2019-11-11
154,346,2,2019-11-15
154,346,6,2019-11-13
154,368,3,2019-11-13
154,375,10,2019-11-11
154,375,2,2019-11-15
154,375,1,2019-11-13
154,397,4,2019-11-15
154,397,2,2019-11-13
154,404,2,2019-11-15
154,1049,2,2019-11-11
154,1049,2,2019-11-15
154,1049,1,2019-11-13
154,1235,2,2019-11-11
154,1238,2,2019-11-11
154,1238,4,2019-11-15
154,1339,1,2019-11-13
155,5,2,2019-11-11
155,5,2,2019-11-15
155,5,1,2019-11-13
155,22,2,2019-11-11
155,22,1,2019-11-13
155,25,2,2019-11-15
155,35,2,2019-11-13
155,42,1,2019-11-13
155,56,1,2019-11-13
155,82,2,2019-11-15
155,90,1,2019-11-13
155,91,2,2019-11-11
155,91,1,2019-11-13
155,94,1,2019-11-13
155,96,2,2019-11-11
155,96,1,2019-11-13
155,110,8,2019-11-11
155,110,6,2019-11-15
155,110,1,2019-11-13
155,119,2,2019-11-11
155,119,2,2019-11-15
155,119,1,2019-11-13
155,122,118,2019-11-11
155,122,62,2019-11-15
155,122,58,2019-11-13
155,129,8,2019-11-11
155,129,12,2019-11-15
155,129,3,2019-11-13
155,131,26,2019-11-11
155,131,22,2019-11-15
155,131,8,2019-11-13
155,138,2,2019-11-11
155,155,28,2019-11-11
155,155,30,2019-11-15
155,155,7,2019-11-13
155,156,2,2019-11-11
155,157,10,2019-11-11
155,157,12,2019-11-15
155,157,1,2019-11-13
155,158,2,2019-11-11
155,158,2,2019-11-15
155,159,6,2019-11-11
155,159,10,2019-11-15
155,159,3,2019-11-13
155,170,2,2019-11-15
155,180,1,2019-11-13
155,188,1,2019-11-13
155,189,4,2019-11-11
155,189,4,2019-11-15
155,190,2,2019-11-11
155,192,2,2019-11-11
155,192,1,2019-11-13
155,196,2,2019-11-15
155,196,1,2019-11-13
155,197,2,2019-11-11
155,201,2,2019-11-11
155,210,6,2019-11-11
155,212,2,2019-11-11
155,217,2,2019-11-11
155,217,4,2019-11-15
155,217,3,2019-11-13
155,227,4,2019-11-11
155,227,1,2019-11-13
155,230,2,2019-11-11
155,230,2,2019-11-15
155,230,1,2019-11-13
155,238,78,2019-11-11
155,238,78,2019-11-15
155,238,29,2019-11-13
155,239,2,2019-11-15
155,239,1,2019-11-13
155,260,4,2019-11-11
155,260,2,2019-11-15
155,260,2,2019-11-13
155,266,16,2019-11-11
155,266,18,2019-11-15
155,266,4,2019-11-13
155,269,2,2019-11-11
155,269,1,2019-11-13
155,274,1,2019-11-13
155,278,2,2019-11-11
155,278,4,2019-11-15
155,278,1,2019-11-13
155,282,1,2019-11-13
155,286,4,2019-11-11
155,286,1,2019-11-13
155,290,1,2019-11-13
155,305,2,2019-11-11
155,307,2,2019-11-11
155,316,2,2019-11-11
155,318,2,2019-11-11
155,318,6,2019-11-15
155,318,2,2019-11-13
155,325,2,2019-11-11
155,325,2,2019-11-15
155,325,2,2019-11-13
155,329,2,2019-11-15
155,366,4,2019-11-11
155,366,2,2019-11-13
155,378,10,2019-11-11
155,378,8,2019-11-15
155,378,5,2019-11-13
155,381,12,2019-11-11
155,381,8,2019-11-15
155,381,5,2019-11-13
155,389,2,2019-11-15
155,392,1,2019-11-13
155,394,2,2019-11-11
155,403,8,2019-11-11
155,403,2,2019-11-15
155,403,3,2019-11-13
155,1209,2,2019-11-11
156,1,1,2019-11-13
156,22,2,2019-11-15
156,26,2,2019-11-11
156,26,2,2019-11-15
156,27,2,2019-11-11
156,39,8,2019-11-11
156,39,4,2019-11-15
156,39,3,2019-11-13
156,41,4,2019-11-11
156,41,1,2019-11-13
156,46,1,2019-11-13
156,51,2,2019-11-11
156,51,2,2019-11-15
156,63,2,2019-11-11
156,119,6,2019-11-11
156,127,26,2019-11-11
156,127,26,2019-11-15
156,127,5,2019-11-13
156,135,2,2019-11-11
156,155,2,2019-11-11
156,156,26,2019-11-11
156,156,12,2019-11-15
156,156,6,2019-11-13
156,157,2,2019-11-11
156,158,50,2019-11-11
156,158,38,2019-11-15
156,158,16,2019-11-13
156,180,2,2019-11-11
156,180,4,2019-11-13
156,189,2,2019-11-11
156,191,6,2019-11-11
156,191,8,2019-11-15
156,191,1,2019-11-13
156,192,14,2019-11-11
156,192,4,2019-11-15
156,192,5,2019-11-13
156,193,2,2019-11-15
156,210,1,2019-11-13
156,218,2,2019-11-11
156,218,2,2019-11-15
156,218,1,2019-11-13
156,229,2,2019-11-11
156,229,2,2019-11-15
156,229,1,2019-11-13
156,230,2,2019-11-11
156,230,1,2019-11-13
156,239,2,2019-11-11
156,239,1,2019-11-13
156,241,2,2019-11-11
156,241,1,2019-11-13
156,279,2,2019-11-11
156,291,2,2019-11-11
156,291,6,2019-11-15
156,291,1,2019-11-13
156,303,16,2019-11-11
156,303,10,2019-11-15
156,303,9,2019-11-13
156,305,2,2019-11-15
156,337,2,2019-11-11
156,337,1,2019-11-13
156,356,2,2019-11-11
156,356,2,2019-11-15
156,374,4,2019-11-11
156,374,2,2019-11-15
156,378,1,2019-11-13
156,393,2,2019-11-15
156,403,6,2019-11-11
156,403,2,2019-11-15
156,403,1,2019-11-13
156,1004,2,2019-11-11
156,1007,2,2019-11-11
156,1011,4,2019-11-15
156,1012,16,2019-11-11
156,1012,6,2019-11-15
156,1012,4,2019-11-13
156,1024,8,2019-11-11
156,1024,6,2019-11-15
156,1024,5,2019-11-13
156,1031,10,2019-11-11
156,1031,4,2019-11-15
156,1031,2,2019-11-13
156,1063,2,2019-11-11
156,1063,2,2019-11-15
156,1063,1,2019-11-13
156,1289,4,2019-11-11
156,1289,4,2019-11-15
156,1289,1,2019-11-13
156,1395,2,2019-11-11
156,1395,2,2019-11-15
156,1406,6,2019-11-11
156,1406,2,2019-11-15
156,1406,1,2019-11-13
156,1460,4,2019-11-11
156,1619,2,2019-11-11
157,33,2,2019-11-11
157,92,2,2019-11-11
157,99,2,2019-11-11
157,99,2,2019-11-15
157,108,2,2019-11-11
157,110,12,2019-11-11
157,110,4,2019-11-15
157,110,1,2019-11-13
157,119,4,2019-11-11
157,119,2,2019-11-15
157,119,1,2019-11-13
157,122,2,2019-11-11
157,122,8,2019-11-15
157,122,8,2019-11-13
157,127,4,2019-11-11
157,129,8,2019-11-11
157,129,1,2019-11-13
157,131,14,2019-11-11
157,131,10,2019-11-15
157,131,5,2019-11-13
157,155,14,2019-11-11
157,155,18,2019-11-15
157,155,6,2019-11-13
157,156,2,2019-11-15
157,157,24,2019-11-11
157,157,28,2019-11-15
157,157,9,2019-11-13
157,159,36,2019-11-11
157,159,26,2019-11-15
157,159,11,2019-11-13
157,180,2,2019-11-15
157,189,4,2019-11-11
157,189,2,2019-11-15
157,190,2,2019-11-11
157,190,2,2019-11-15
157,190,1,2019-11-13
157,192,2,2019-11-11
157,192,1,2019-11-13
157,210,4,2019-11-15
157,210,1,2019-11-13
157,211,2,2019-11-11
157,211,2,2019-11-15
157,212,2,2019-11-11
157,215,2,2019-11-15
157,217,4,2019-11-11
157,217,2,2019-11-15
157,227,4,2019-11-11
157,230,1,2019-11-13
157,238,8,2019-11-11
157,238,6,2019-11-15
157,238,5,2019-11-13
157,260,4,2019-11-11
157,266,6,2019-11-11
157,266,4,2019-11-15
157,266,1,2019-11-13
157,269,2,2019-11-11
157,269,2,2019-11-15
157,286,2,2019-11-15
157,286,1,2019-11-13
157,290,2,2019-11-11
157,318,2,2019-11-11
157,356,2,2019-11-11
157,356,2,2019-11-15
157,356,1,2019-11-13
157,366,2,2019-11-11
157,378,6,2019-11-11
157,378,4,2019-11-15
157,378,1,2019-11-13
157,392,2,2019-11-11
157,403,4,2019-11-15
157,403,1,2019-11-13
157,1030,1,2019-11-13
157,1066,2,2019-11-11
157,1235,2,2019-11-11
158,1,6,2019-11-11
158,13,2,2019-11-15
158,22,6,2019-11-11
158,23,2,2019-11-11
158,25,2,2019-11-11
158,25,2,2019-11-15
158,27,4,2019-11-11
158,27,4,2019-11-15
158,27,3,2019-11-13
158,33,2,2019-11-11
158,39,2,2019-11-11
158,39,2,2019-11-15
158,39,2,2019-11-13
158,41,4,2019-11-11
158,44,12,2019-11-11
158,44,2,2019-11-15
158,44,1,2019-11-13
158,96,2,2019-11-15
158,119,8,2019-11-11
158,119,4,2019-11-15
158,127,44,2019-11-11
158,127,32,2019-11-15
158,127,14,2019-11-13
158,156,56,2019-11-11
158,156,26,2019-11-15
158,156,17,2019-11-13
158,158,60,2019-11-11
158,158,48,2019-11-15
158,158,11,2019-11-13
158,172,2,2019-11-11
158,191,2,2019-11-11
158,191,2,2019-11-15
158,191,1,2019-11-13
158,192,4,2019-11-11
158,192,4,2019-11-15
158,202,2,2019-11-15
158,210,2,2019-11-11
158,210,4,2019-11-15
158,217,1,2019-11-13
158,238,2,2019-11-11
158,238,1,2019-11-13
158,251,1,2019-11-13
158,267,8,2019-11-11
158,267,2,2019-11-15
158,279,6,2019-11-11
158,279,2,2019-11-15
158,279,1,2019-11-13
158,291,2,2019-11-11
158,302,2,2019-11-11
158,302,2,2019-11-15
158,302,1,2019-11-13
158,303,28,2019-11-11
158,303,18,2019-11-15
158,303,11,2019-11-13
158,305,2,2019-11-11
158,320,2,2019-11-15
158,337,2,2019-11-11
158,337,4,2019-11-13
158,356,4,2019-11-15
158,366,1,2019-11-13
158,392,2,2019-11-11
158,392,2,2019-11-15
158,392,1,2019-11-13
158,1002,2,2019-11-11
158,1007,2,2019-11-11
158,1007,2,2019-11-15
158,1007,1,2019-11-13
158,1011,2,2019-11-11
158,1012,20,2019-11-11
158,1012,6,2019-11-15
158,1012,12,2019-11-13
158,1024,10,2019-11-11
158,1024,8,2019-11-15
158,1024,1,2019-11-13
158,1031,8,2019-11-11
158,1031,2,2019-11-15
158,1031,3,2019-11-13
158,1063,2,2019-11-11
158,1066,12,2019-11-11
158,1066,10,2019-11-15
158,1066,2,2019-11-13
158,1235,2,2019-11-11
158,1307,2,2019-11-11
158,1343,2,2019-11-11
158,1395,2,2019-11-11
158,1402,2,2019-11-11
159,2,2,2019-11-11
159,8,1,2019-11-13
159,14,2,2019-11-11
159,33,1,2019-11-13
159,42,1,2019-11-13
159,72,1,2019-11-13
159,91,1,2019-11-13
159,96,2,2019-11-11
159,96,1,2019-11-13
159,110,44,2019-11-11
159,110,32,2019-11-15
159,110,15,2019-11-13
159,111,2,2019-11-15
159,119,12,2019-11-11
159,119,10,2019-11-15
159,119,6,2019-11-13
159,122,20,2019-11-11
159,122,18,2019-11-15
159,122,6,2019-11-13
159,127,2,2019-11-11
159,127,1,2019-11-13
159,129,6,2019-11-11
159,129,2,2019-11-13
159,131,30,2019-11-11
159,131,22,2019-11-15
159,131,17,2019-11-13
159,155,4,2019-11-11
159,155,4,2019-11-15
159,157,50,2019-11-11
159,157,32,2019-11-15
159,157,19,2019-11-13
159,159,44,2019-11-11
159,159,24,2019-11-15
159,159,17,2019-11-13
159,170,1,2019-11-13
159,176,2,2019-11-11
159,189,2,2019-11-11
159,189,2,2019-11-13
159,190,2,2019-11-11
159,190,2,2019-11-15
159,190,1,2019-11-13
159,191,2,2019-11-11
159,192,2,2019-11-11
159,196,10,2019-11-11
159,210,6,2019-11-11
159,210,10,2019-11-15
159,210,2,2019-11-13
159,212,2,2019-11-11
159,214,2,2019-11-11
159,214,1,2019-11-13
159,217,4,2019-11-11
159,227,6,2019-11-11
159,227,2,2019-11-13
159,238,6,2019-11-11
159,238,8,2019-11-15
159,238,1,2019-11-13
159,251,1,2019-11-13
159,260,2,2019-11-11
159,260,4,2019-11-15
159,266,16,2019-11-11
159,266,10,2019-11-15
159,266,6,2019-11-13
159,286,114,2019-11-11
159,286,94,2019-11-15
159,286,43,2019-11-13
159,291,2,2019-11-11
159,305,2,2019-11-15
159,318,2,2019-11-15
159,318,1,2019-11-13
159,319,2,2019-11-11
159,319,1,2019-11-13
159,324,2,2019-11-15
159,337,2,2019-11-11
159,349,1,2019-11-13
159,356,2,2019-11-11
159,366,4,2019-11-11
159,366,6,2019-11-15
159,366,1,2019-11-13
159,378,2,2019-11-11
159,381,2,2019-11-15
159,1012,2,2019-11-11
159,1235,2,2019-11-11
159,1238,1,2019-11-13
161,112,6,2019-11-11
161,112,10,2019-11-15
161,112,8,2019-11-13
161,117,160,2019-11-11
161,117,114,2019-11-15
161,117,68,2019-11-13
161,133,2,2019-11-11
161,134,2,2019-11-11
161,135,2,2019-11-15
161,135,1,2019-11-13
161,137,2,2019-11-13
161,148,2,2019-11-11
161,149,2,2019-11-11
161,149,2,2019-11-13
161,161,36,2019-11-11
161,161,18,2019-11-15
161,161,12,2019-11-13
161,164,34,2019-11-11
161,164,28,2019-11-15
161,164,12,2019-11-13
161,165,6,2019-11-15
161,165,3,2019-11-13
161,202,2,2019-11-11
161,209,4,2019-11-11
161,209,2,2019-11-13
161,223,24,2019-11-11
161,223,24,2019-11-15
161,223,9,2019-11-13
161,232,1,2019-11-13
161,265,2,2019-11-11
161,346,2,2019-11-11
161,346,2,2019-11-15
161,346,1,2019-11-13
161,361,2,2019-11-13
161,365,6,2019-11-11
161,365,6,2019-11-15
161,365,2,2019-11-13
161,367,2,2019-11-11
161,367,6,2019-11-15
161,367,1,2019-11-13
161,390,1,2019-11-13
161,1302,2,2019-11-11
161,1302,2,2019-11-15
161,1302,1,2019-11-13
162,14,2,2019-11-11
162,14,2,2019-11-15
162,14,1,2019-11-13
162,17,1,2019-11-13
162,19,2,2019-11-11
162,21,2,2019-11-11
162,21,10,2019-11-15
162,21,2,2019-11-13
162,33,2,2019-11-11
162,33,2,2019-11-15
162,33,1,2019-11-13
162,34,10,2019-11-11
162,34,10,2019-11-15
162,34,4,2019-11-13
162,35,12,2019-11-11
162,35,2,2019-11-15
162,35,4,2019-11-13
162,42,2,2019-11-11
162,47,2,2019-11-15
162,50,8,2019-11-11
162,50,2,2019-11-15
162,51,14,2019-11-11
162,51,14,2019-11-15
162,51,2,2019-11-13
162,59,14,2019-11-11
162,59,10,2019-11-15
162,59,4,2019-11-13
162,60,18,2019-11-11
162,60,20,2019-11-15
162,60,11,2019-11-13
162,63,2,2019-11-11
162,63,2,2019-11-15
162,63,1,2019-11-13
162,65,1,2019-11-13
162,71,1,2019-11-13
162,72,1,2019-11-13
162,76,10,2019-11-11
162,76,14,2019-11-15
162,76,6,2019-11-13
162,77,2,2019-11-15
162,78,4,2019-11-11
162,78,6,2019-11-15
162,78,1,2019-11-13
162,79,4,2019-11-11
162,79,4,2019-11-15
162,79,4,2019-11-13
162,83,2,2019-11-11
162,86,6,2019-11-11
162,86,2,2019-11-15
162,86,2,2019-11-13
162,90,2,2019-11-11
162,91,2,2019-11-15
162,94,2,2019-11-15
162,96,1,2019-11-13
162,99,4,2019-11-11
162,99,4,2019-11-15
162,99,5,2019-11-13
162,108,6,2019-11-15
162,109,8,2019-11-11
162,109,10,2019-11-15
162,109,4,2019-11-13
162,110,2,2019-11-11
162,110,2,2019-11-15
162,115,8,2019-11-11
162,115,4,2019-11-15
162,115,3,2019-11-13
162,117,2,2019-11-11
162,117,1,2019-11-13
162,119,2,2019-11-11
162,121,2,2019-11-11
162,121,2,2019-11-15
162,121,3,2019-11-13
162,132,2,2019-11-11
162,135,2,2019-11-11
162,139,2,2019-11-11
162,140,8,2019-11-11
162,145,2,2019-11-11
162,146,2,2019-11-15
162,147,2,2019-11-11
162,147,1,2019-11-13
162,153,2,2019-11-11
162,162,72,2019-11-11
162,162,30,2019-11-15
162,162,13,2019-11-13
162,173,2,2019-11-11
162,173,2,2019-11-15
162,173,1,2019-11-13
162,174,2,2019-11-15
162,175,2,2019-11-11
162,175,2,2019-11-15
162,183,2,2019-11-15
162,197,2,2019-11-11
162,210,2,2019-11-11
162,215,2,2019-11-11
