"RentStation","ReturnStation","Riderships","Date"
62,277,1,2019-11-13
62,285,108,2019-11-11
62,285,72,2019-11-15
62,285,42,2019-11-13
62,288,8,2019-11-11
62,288,8,2019-11-15
62,288,3,2019-11-13
62,290,2,2019-11-15
62,295,4,2019-11-11
62,295,1,2019-11-13
62,299,2,2019-11-11
62,299,2,2019-11-15
62,299,2,2019-11-13
62,301,2,2019-11-15
62,304,6,2019-11-11
62,304,4,2019-11-15
62,304,1,2019-11-13
62,305,22,2019-11-11
62,305,14,2019-11-15
62,305,7,2019-11-13
62,306,4,2019-11-11
62,306,12,2019-11-15
62,306,4,2019-11-13
62,307,4,2019-11-11
62,307,2,2019-11-15
62,307,1,2019-11-13
62,311,1,2019-11-13
62,315,2,2019-11-11
62,315,1,2019-11-13
62,318,4,2019-11-11
62,318,4,2019-11-15
62,318,1,2019-11-13
62,321,4,2019-11-11
62,321,10,2019-11-15
62,321,2,2019-11-13
62,327,4,2019-11-11
62,327,8,2019-11-15
62,332,1,2019-11-13
62,334,2,2019-11-11
62,334,2,2019-11-15
62,334,1,2019-11-13
62,336,2,2019-11-11
62,344,4,2019-11-15
62,345,14,2019-11-11
62,345,30,2019-11-15
62,345,2,2019-11-13
62,347,2,2019-11-11
62,353,14,2019-11-11
62,353,8,2019-11-15
62,353,8,2019-11-13
62,362,6,2019-11-11
62,362,2,2019-11-15
62,362,4,2019-11-13
62,363,2,2019-11-11
62,370,6,2019-11-11
62,370,4,2019-11-15
62,370,1,2019-11-13
62,371,1,2019-11-13
62,382,4,2019-11-11
62,382,1,2019-11-13
62,385,2,2019-11-15
62,399,8,2019-11-11
62,399,4,2019-11-15
62,399,3,2019-11-13
62,400,2,2019-11-11
62,1001,2,2019-11-11
62,1001,2,2019-11-15
62,1001,1,2019-11-13
62,1028,2,2019-11-15
62,1029,2,2019-11-11
62,1029,1,2019-11-13
62,1039,2,2019-11-15
62,1040,2,2019-11-15
62,1086,1,2019-11-13
62,1088,2,2019-11-11
62,1088,2,2019-11-15
62,1088,1,2019-11-13
62,1099,4,2019-11-15
62,1125,2,2019-11-11
62,1155,2,2019-11-11
62,1232,2,2019-11-11
62,1293,4,2019-11-11
62,1293,1,2019-11-13
62,1298,2,2019-11-11
62,1319,2,2019-11-11
62,1319,2,2019-11-15
62,1331,1,2019-11-13
62,1353,2,2019-11-15
62,1361,2,2019-11-11
62,1361,2,2019-11-15
62,1361,1,2019-11-13
62,1414,1,2019-11-13
62,1614,2,2019-11-11
63,1,6,2019-11-11
63,1,4,2019-11-15
63,1,2,2019-11-13
63,2,10,2019-11-11
63,2,18,2019-11-15
63,2,2,2019-11-13
63,3,2,2019-11-11
63,3,1,2019-11-13
63,4,4,2019-11-11
63,4,6,2019-11-15
63,4,4,2019-11-13
63,6,2,2019-11-11
63,6,2,2019-11-15
63,6,3,2019-11-13
63,8,2,2019-11-15
63,8,1,2019-11-13
63,9,2,2019-11-15
63,9,1,2019-11-13
63,10,1,2019-11-13
63,11,6,2019-11-11
63,11,8,2019-11-15
63,11,1,2019-11-13
63,12,2,2019-11-11
63,14,2,2019-11-11
63,14,1,2019-11-13
63,15,2,2019-11-11
63,15,2,2019-11-15
63,18,2,2019-11-15
63,18,1,2019-11-13
63,20,24,2019-11-11
63,20,12,2019-11-15
63,20,10,2019-11-13
63,21,2,2019-11-13
63,22,2,2019-11-11
63,24,6,2019-11-11
63,24,4,2019-11-15
63,24,2,2019-11-13
63,29,4,2019-11-11
63,29,6,2019-11-15
63,29,1,2019-11-13
63,31,2,2019-11-11
63,31,4,2019-11-15
63,31,4,2019-11-13
63,32,4,2019-11-11
63,32,10,2019-11-15
63,32,1,2019-11-13
63,33,2,2019-11-11
63,33,2,2019-11-15
63,33,1,2019-11-13
63,36,2,2019-11-11
63,36,2,2019-11-15
63,36,1,2019-11-13
63,37,6,2019-11-15
63,37,1,2019-11-13
63,38,2,2019-11-11
63,38,2,2019-11-15
63,42,2,2019-11-15
63,45,4,2019-11-11
63,47,6,2019-11-11
63,47,4,2019-11-15
63,47,4,2019-11-13
63,49,40,2019-11-11
63,49,22,2019-11-15
63,49,17,2019-11-13
63,50,2,2019-11-15
63,50,1,2019-11-13
63,51,2,2019-11-11
63,51,2,2019-11-15
63,52,2,2019-11-15
63,53,2,2019-11-15
63,53,1,2019-11-13
63,54,8,2019-11-11
63,54,8,2019-11-15
63,54,5,2019-11-13
63,55,4,2019-11-11
63,55,6,2019-11-15
63,55,5,2019-11-13
63,56,6,2019-11-11
63,56,4,2019-11-15
63,56,1,2019-11-13
63,57,4,2019-11-11
63,57,14,2019-11-15
63,57,4,2019-11-13
63,58,2,2019-11-11
63,58,2,2019-11-15
63,58,1,2019-11-13
63,59,2,2019-11-11
63,61,2,2019-11-11
63,61,2,2019-11-15
63,62,1,2019-11-13
63,63,98,2019-11-11
63,63,104,2019-11-15
63,63,28,2019-11-13
63,64,2,2019-11-11
63,67,4,2019-11-11
63,67,6,2019-11-15
63,68,2,2019-11-11
63,70,6,2019-11-11
63,70,4,2019-11-15
63,71,12,2019-11-11
63,71,22,2019-11-15
63,71,3,2019-11-13
63,74,10,2019-11-11
63,74,2,2019-11-15
63,74,2,2019-11-13
63,75,4,2019-11-15
63,78,6,2019-11-11
63,78,12,2019-11-15
63,78,3,2019-11-13
63,79,2,2019-11-11
63,80,2,2019-11-15
63,81,4,2019-11-11
63,83,10,2019-11-11
63,83,8,2019-11-15
63,83,5,2019-11-13
63,85,20,2019-11-11
63,85,16,2019-11-15
63,85,9,2019-11-13
63,87,50,2019-11-11
63,87,54,2019-11-15
63,87,26,2019-11-13
63,88,2,2019-11-11
63,89,2,2019-11-11
63,91,1,2019-11-13
63,93,6,2019-11-11
63,93,2,2019-11-15
63,93,1,2019-11-13
63,100,1,2019-11-13
63,101,2,2019-11-11
63,101,2,2019-11-15
63,101,1,2019-11-13
63,102,2,2019-11-11
63,102,2,2019-11-15
63,103,3,2019-11-13
63,111,122,2019-11-11
63,111,140,2019-11-15
63,111,58,2019-11-13
63,113,3,2019-11-13
63,115,6,2019-11-11
63,115,2,2019-11-15
63,115,1,2019-11-13
63,120,4,2019-11-11
63,120,2,2019-11-15
63,121,2,2019-11-11
63,126,2,2019-11-15
63,126,1,2019-11-13
63,128,6,2019-11-11
63,128,16,2019-11-15
63,128,8,2019-11-13
63,130,2,2019-11-11
63,130,4,2019-11-15
63,132,4,2019-11-11
63,132,4,2019-11-15
63,138,4,2019-11-11
63,145,4,2019-11-11
63,145,2,2019-11-13
63,162,2,2019-11-11
63,162,2,2019-11-15
63,173,2,2019-11-11
63,173,2,2019-11-15
63,173,2,2019-11-13
63,174,4,2019-11-15
63,174,1,2019-11-13
63,175,4,2019-11-11
63,175,4,2019-11-15
63,177,4,2019-11-11
63,177,2,2019-11-15
63,181,2,2019-11-11
63,181,2,2019-11-15
63,181,2,2019-11-13
63,182,2,2019-11-15
63,185,18,2019-11-11
63,185,18,2019-11-15
63,185,5,2019-11-13
63,187,14,2019-11-11
63,187,6,2019-11-15
63,187,6,2019-11-13
63,195,6,2019-11-11
63,195,1,2019-11-13
63,197,2,2019-11-11
63,197,2,2019-11-15
63,197,3,2019-11-13
63,206,2,2019-11-15
63,218,2,2019-11-15
63,218,1,2019-11-13
63,225,2,2019-11-11
63,225,2,2019-11-15
63,229,1,2019-11-13
63,231,4,2019-11-11
63,231,4,2019-11-15
63,231,3,2019-11-13
63,235,1,2019-11-13
63,240,2,2019-11-15
63,244,2,2019-11-11
63,244,4,2019-11-15
63,244,2,2019-11-13
63,245,2,2019-11-11
63,245,4,2019-11-15
63,245,1,2019-11-13
63,248,4,2019-11-11
63,248,2,2019-11-15
63,248,3,2019-11-13
63,249,4,2019-11-11
63,250,8,2019-11-11
63,250,20,2019-11-15
63,250,5,2019-11-13
63,252,8,2019-11-11
63,252,8,2019-11-15
63,252,2,2019-11-13
63,255,4,2019-11-11
63,255,4,2019-11-15
63,255,1,2019-11-13
63,259,8,2019-11-11
63,259,2,2019-11-15
63,259,1,2019-11-13
63,271,2,2019-11-11
63,276,2,2019-11-11
63,276,2,2019-11-15
63,276,2,2019-11-13
63,277,2,2019-11-11
63,285,2,2019-11-11
63,285,6,2019-11-15
63,285,2,2019-11-13
63,288,2,2019-11-11
63,288,2,2019-11-15
63,288,2,2019-11-13
63,294,2,2019-11-11
63,294,2,2019-11-15
63,295,4,2019-11-15
63,295,1,2019-11-13
63,300,2,2019-11-11
63,300,4,2019-11-15
63,302,2,2019-11-11
63,302,2,2019-11-15
63,304,2,2019-11-11
63,304,4,2019-11-13
63,307,20,2019-11-11
63,307,10,2019-11-15
63,307,4,2019-11-13
63,311,2,2019-11-11
63,311,10,2019-11-15
63,311,3,2019-11-13
63,312,16,2019-11-11
63,312,16,2019-11-15
63,312,5,2019-11-13
63,313,6,2019-11-11
63,313,4,2019-11-15
63,313,1,2019-11-13
63,314,8,2019-11-11
63,314,1,2019-11-13
63,319,2,2019-11-11
63,319,2,2019-11-15
63,319,1,2019-11-13
63,320,2,2019-11-11
63,320,2,2019-11-15
63,322,2,2019-11-11
63,322,2,2019-11-15
63,324,2,2019-11-15
63,327,2,2019-11-15
63,330,2,2019-11-11
63,331,4,2019-11-11
63,331,2,2019-11-15
63,332,4,2019-11-15
63,333,2,2019-11-11
63,333,1,2019-11-13
63,334,10,2019-11-11
63,334,18,2019-11-15
63,334,8,2019-11-13
63,339,1,2019-11-13
63,340,2,2019-11-15
63,340,1,2019-11-13
63,344,10,2019-11-11
63,344,20,2019-11-15
63,344,3,2019-11-13
63,345,1,2019-11-13
63,347,1,2019-11-13
63,348,2,2019-11-15
63,350,6,2019-11-11
63,350,4,2019-11-15
63,350,5,2019-11-13
63,351,2,2019-11-15
63,351,1,2019-11-13
63,354,10,2019-11-11
63,354,10,2019-11-15
63,354,1,2019-11-13
63,362,2,2019-11-11
63,362,4,2019-11-15
63,363,10,2019-11-11
63,363,4,2019-11-15
63,363,3,2019-11-13
63,364,2,2019-11-15
63,370,2,2019-11-15
63,371,2,2019-11-11
63,371,2,2019-11-15
63,373,2,2019-11-11
63,373,2,2019-11-15
63,373,3,2019-11-13
63,376,2,2019-11-15
63,384,2,2019-11-15
63,387,4,2019-11-11
63,387,2,2019-11-15
63,394,4,2019-11-15
63,399,6,2019-11-11
63,399,1,2019-11-13
63,400,6,2019-11-11
63,400,6,2019-11-15
63,400,1,2019-11-13
63,401,2,2019-11-11
63,401,4,2019-11-15
63,1027,2,2019-11-15
63,1029,2,2019-11-11
63,1073,2,2019-11-11
63,1088,2,2019-11-15
63,1125,2,2019-11-11
63,1441,2,2019-11-11
63,1441,1,2019-11-13
64,1,2,2019-11-13
64,2,2,2019-11-11
64,6,1,2019-11-13
64,11,2,2019-11-11
64,14,1,2019-11-13
64,15,1,2019-11-13
64,17,2,2019-11-11
64,17,2,2019-11-15
64,18,2,2019-11-11
64,18,2,2019-11-15
64,18,1,2019-11-13
64,20,4,2019-11-11
64,20,2,2019-11-15
64,20,2,2019-11-13
64,24,2,2019-11-11
64,24,4,2019-11-15
64,24,1,2019-11-13
64,29,6,2019-11-11
64,29,3,2019-11-13
64,31,2,2019-11-11
64,31,1,2019-11-13
64,32,2,2019-11-11
64,33,22,2019-11-11
64,33,8,2019-11-15
64,33,7,2019-11-13
64,35,2,2019-11-11
64,36,2,2019-11-11
64,36,2,2019-11-15
64,37,12,2019-11-11
64,37,6,2019-11-15
64,37,3,2019-11-13
64,38,4,2019-11-11
64,38,8,2019-11-15
64,38,2,2019-11-13
64,45,1,2019-11-13
64,49,2,2019-11-11
64,54,2,2019-11-11
64,56,12,2019-11-11
64,56,6,2019-11-15
64,56,1,2019-11-13
64,57,6,2019-11-11
64,57,1,2019-11-13
64,58,4,2019-11-11
64,58,5,2019-11-13
64,59,2,2019-11-13
64,62,6,2019-11-11
64,62,2,2019-11-13
64,63,1,2019-11-13
64,64,38,2019-11-11
64,64,50,2019-11-15
64,64,11,2019-11-13
64,66,2,2019-11-11
64,66,2,2019-11-15
64,67,58,2019-11-11
64,67,24,2019-11-15
64,67,15,2019-11-13
64,70,2,2019-11-15
64,71,2,2019-11-11
64,74,2,2019-11-11
64,74,2,2019-11-15
64,74,6,2019-11-13
64,77,3,2019-11-13
64,79,4,2019-11-11
64,79,2,2019-11-15
64,81,6,2019-11-11
64,81,1,2019-11-13
64,82,4,2019-11-11
64,82,12,2019-11-15
64,82,5,2019-11-13
64,83,6,2019-11-11
64,83,4,2019-11-15
64,83,1,2019-11-13
64,84,2,2019-11-15
64,84,2,2019-11-13
64,85,2,2019-11-11
64,85,4,2019-11-15
64,85,1,2019-11-13
64,87,6,2019-11-11
64,87,6,2019-11-15
64,89,4,2019-11-11
64,89,4,2019-11-15
64,89,3,2019-11-13
64,90,4,2019-11-11
64,90,2,2019-11-15
64,90,2,2019-11-13
64,92,2,2019-11-11
64,92,6,2019-11-15
64,92,1,2019-11-13
64,94,2,2019-11-11
64,95,2,2019-11-11
64,99,2,2019-11-11
64,99,2,2019-11-15
64,99,1,2019-11-13
64,101,2,2019-11-15
64,102,2,2019-11-15
64,103,2,2019-11-11
64,103,2,2019-11-13
64,104,2,2019-11-11
64,105,2,2019-11-11
64,107,2,2019-11-11
64,107,6,2019-11-15
64,107,1,2019-11-13
64,111,4,2019-11-11
64,111,1,2019-11-13
64,115,14,2019-11-11
64,115,10,2019-11-15
64,115,3,2019-11-13
64,120,2,2019-11-11
64,120,2,2019-11-15
64,120,2,2019-11-13
64,125,2,2019-11-11
64,129,2,2019-11-11
64,129,2,2019-11-15
64,130,8,2019-11-11
64,130,18,2019-11-15
64,130,6,2019-11-13
64,132,4,2019-11-11
64,132,2,2019-11-15
64,138,2,2019-11-11
64,162,2,2019-11-15
64,168,2,2019-11-11
64,168,4,2019-11-15
64,168,1,2019-11-13
64,169,4,2019-11-11
64,169,2,2019-11-15
64,169,1,2019-11-13
64,170,4,2019-11-11
64,170,2,2019-11-13
64,174,1,2019-11-13
64,179,1,2019-11-13
64,181,6,2019-11-11
64,181,1,2019-11-13
64,182,4,2019-11-11
64,182,4,2019-11-13
64,183,2,2019-11-11
64,183,3,2019-11-13
64,185,2,2019-11-11
64,185,1,2019-11-13
64,186,2,2019-11-15
64,187,1,2019-11-13
64,194,4,2019-11-11
64,194,2,2019-11-15
64,195,16,2019-11-11
64,195,12,2019-11-15
64,195,6,2019-11-13
64,201,1,2019-11-13
64,203,2,2019-11-15
64,208,2,2019-11-11
64,215,2,2019-11-11
64,215,1,2019-11-13
64,217,2,2019-11-13
64,218,2,2019-11-11
64,222,1,2019-11-13
64,225,1,2019-11-13
64,229,4,2019-11-11
64,229,2,2019-11-15
64,229,2,2019-11-13
64,231,2,2019-11-11
64,231,2,2019-11-15
64,235,44,2019-11-11
64,235,54,2019-11-15
64,235,22,2019-11-13
64,237,1,2019-11-13
64,248,2,2019-11-11
64,249,10,2019-11-11
64,249,12,2019-11-15
64,249,3,2019-11-13
64,252,2,2019-11-15
64,255,2,2019-11-11
64,255,4,2019-11-15
64,255,1,2019-11-13
64,257,1,2019-11-13
64,259,2,2019-11-11
64,261,4,2019-11-11
64,271,2,2019-11-11
64,271,1,2019-11-13
64,275,6,2019-11-11
64,275,8,2019-11-15
64,275,2,2019-11-13
64,277,4,2019-11-11
64,277,4,2019-11-15
64,277,1,2019-11-13
64,279,1,2019-11-13
64,285,8,2019-11-15
64,288,6,2019-11-11
64,288,2,2019-11-15
64,288,2,2019-11-13
64,293,1,2019-11-13
64,297,2,2019-11-15
64,301,1,2019-11-13
64,304,2,2019-11-11
64,306,8,2019-11-11
64,306,16,2019-11-15
64,306,3,2019-11-13
64,307,2,2019-11-15
64,308,6,2019-11-11
64,308,6,2019-11-15
64,308,1,2019-11-13
64,309,1,2019-11-13
64,312,1,2019-11-13
64,313,2,2019-11-11
64,315,2,2019-11-11
64,320,2,2019-11-11
64,320,6,2019-11-15
64,320,3,2019-11-13
64,322,2,2019-11-11
64,323,2,2019-11-11
64,323,2,2019-11-15
64,323,1,2019-11-13
64,326,2,2019-11-11
64,326,4,2019-11-15
64,326,1,2019-11-13
64,327,4,2019-11-11
64,327,12,2019-11-15
64,327,1,2019-11-13
64,328,4,2019-11-15
64,332,2,2019-11-13
64,333,18,2019-11-11
64,333,4,2019-11-15
64,333,7,2019-11-13
64,340,4,2019-11-11
64,340,12,2019-11-15
64,340,2,2019-11-13
64,345,12,2019-11-11
64,345,14,2019-11-15
64,345,6,2019-11-13
64,347,10,2019-11-11
64,347,2,2019-11-15
64,347,6,2019-11-13
64,348,2,2019-11-11
64,348,2,2019-11-15
64,350,2,2019-11-11
64,350,2,2019-11-15
64,351,2,2019-11-11
64,351,8,2019-11-15
64,351,1,2019-11-13
64,353,2,2019-11-15
64,353,1,2019-11-13
64,359,2,2019-11-11
64,359,3,2019-11-13
64,362,2,2019-11-11
64,362,1,2019-11-13
64,364,2,2019-11-11
64,370,4,2019-11-11
64,371,2,2019-11-11
64,371,4,2019-11-15
64,373,1,2019-11-13
64,382,4,2019-11-11
64,382,2,2019-11-13
64,392,4,2019-11-11
64,392,4,2019-11-15
64,396,2,2019-11-15
64,396,2,2019-11-13
64,399,6,2019-11-11
64,1029,2,2019-11-11
64,1029,2,2019-11-15
64,1029,1,2019-11-13
64,1030,2,2019-11-15
64,1030,1,2019-11-13
64,1039,2,2019-11-15
64,1039,1,2019-11-13
64,1043,2,2019-11-11
64,1043,1,2019-11-13
64,1045,2,2019-11-11
64,1065,2,2019-11-11
64,1157,2,2019-11-11
64,1192,2,2019-11-11
64,1192,2,2019-11-15
64,1364,1,2019-11-13
64,1384,2,2019-11-11
64,1391,2,2019-11-15
64,1441,2,2019-11-11
64,1441,2,2019-11-15
64,1441,1,2019-11-13
65,24,2,2019-11-15
65,29,6,2019-11-15
65,29,2,2019-11-13
65,31,2,2019-11-11
65,31,4,2019-11-15
65,32,2,2019-11-15
65,36,2,2019-11-11
65,36,2,2019-11-15
65,36,2,2019-11-13
65,38,2,2019-11-11
65,57,1,2019-11-13
65,58,2,2019-11-11
65,58,2,2019-11-15
65,58,1,2019-11-13
65,61,1,2019-11-13
65,62,2,2019-11-11
65,62,4,2019-11-15
65,62,2,2019-11-13
65,63,2,2019-11-11
65,63,2,2019-11-15
65,64,1,2019-11-13
65,65,120,2019-11-11
65,65,104,2019-11-15
65,65,19,2019-11-13
65,67,1,2019-11-13
65,68,36,2019-11-11
65,68,24,2019-11-15
65,68,13,2019-11-13
65,80,20,2019-11-11
65,80,20,2019-11-15
65,80,5,2019-11-13
65,81,4,2019-11-11
65,81,4,2019-11-15
65,81,4,2019-11-13
65,82,6,2019-11-11
65,82,6,2019-11-15
65,82,4,2019-11-13
65,83,2,2019-11-11
65,83,2,2019-11-15
65,84,10,2019-11-11
65,84,12,2019-11-15
65,84,2,2019-11-13
65,89,2,2019-11-11
65,90,2,2019-11-11
65,92,2,2019-11-11
65,92,2,2019-11-15
65,92,2,2019-11-13
65,94,10,2019-11-11
65,94,2,2019-11-13
65,95,6,2019-11-11
65,95,10,2019-11-15
65,95,5,2019-11-13
65,102,6,2019-11-15
65,103,4,2019-11-11
65,103,2,2019-11-15
65,105,2,2019-11-11
65,105,8,2019-11-15
65,106,2,2019-11-11
65,106,2,2019-11-15
65,106,1,2019-11-13
65,107,4,2019-11-11
65,107,4,2019-11-15
65,120,22,2019-11-11
65,120,16,2019-11-15
65,120,7,2019-11-13
65,125,2,2019-11-11
65,125,1,2019-11-13
65,126,2,2019-11-15
65,130,2,2019-11-11
65,130,2,2019-11-15
65,132,2,2019-11-11
65,132,2,2019-11-15
65,139,2,2019-11-11
65,139,4,2019-11-15
65,139,1,2019-11-13
65,140,2,2019-11-11
65,142,4,2019-11-11
65,162,2,2019-11-11
65,162,1,2019-11-13
65,168,2,2019-11-11
65,169,8,2019-11-11
65,169,8,2019-11-15
65,169,1,2019-11-13
65,177,1,2019-11-13
65,182,4,2019-11-11
65,182,3,2019-11-13
65,183,2,2019-11-11
65,195,2,2019-11-13
65,203,14,2019-11-11
65,203,16,2019-11-15
65,203,4,2019-11-13
65,208,4,2019-11-11
65,208,2,2019-11-15
65,215,2,2019-11-11
65,215,2,2019-11-15
65,215,1,2019-11-13
65,219,4,2019-11-11
65,220,2,2019-11-15
65,249,1,2019-11-13
65,257,10,2019-11-11
65,257,4,2019-11-15
65,257,1,2019-11-13
65,275,6,2019-11-11
65,275,4,2019-11-15
65,277,2,2019-11-15
65,277,1,2019-11-13
65,285,4,2019-11-11
65,285,2,2019-11-15
65,285,1,2019-11-13
65,288,2,2019-11-11
65,293,6,2019-11-11
65,293,4,2019-11-15
65,295,2,2019-11-11
65,295,1,2019-11-13
65,296,2,2019-11-11
65,297,1,2019-11-13
65,299,10,2019-11-11
65,299,6,2019-11-15
65,299,2,2019-11-13
65,304,2,2019-11-11
65,306,4,2019-11-15
65,317,6,2019-11-11
65,317,12,2019-11-15
65,317,3,2019-11-13
65,321,8,2019-11-11
65,321,4,2019-11-15
65,321,2,2019-11-13
65,327,2,2019-11-11
65,327,2,2019-11-15
65,327,1,2019-11-13
65,332,2,2019-11-11
65,353,4,2019-11-11
65,362,2,2019-11-11
65,362,2,2019-11-15
65,362,1,2019-11-13
65,370,6,2019-11-11
65,370,6,2019-11-15
65,370,4,2019-11-13
65,371,2,2019-11-11
65,371,6,2019-11-15
65,371,5,2019-11-13
65,373,1,2019-11-13
65,382,14,2019-11-11
65,382,2,2019-11-15
65,382,2,2019-11-13
65,388,1,2019-11-13
65,399,4,2019-11-15
65,1001,3,2019-11-13
65,1006,4,2019-11-11
65,1006,2,2019-11-15
65,1043,4,2019-11-15
65,1056,4,2019-11-15
65,1064,1,2019-11-13
65,1088,2,2019-11-15
65,1136,4,2019-11-15
65,1157,2,2019-11-15
65,1184,1,2019-11-13
65,1194,2,2019-11-11
65,1288,2,2019-11-15
65,1300,2,2019-11-11
65,1319,4,2019-11-11
65,1319,2,2019-11-15
65,1319,1,2019-11-13
65,1446,1,2019-11-13
65,1461,2,2019-11-11
65,1621,2,2019-11-11
66,7,2,2019-11-11
66,7,2,2019-11-15
66,12,2,2019-11-11
66,16,1,2019-11-13
66,20,6,2019-11-11
66,20,6,2019-11-15
66,20,4,2019-11-13
66,30,10,2019-11-11
66,30,4,2019-11-15
66,30,2,2019-11-13
66,31,2,2019-11-11
66,31,1,2019-11-13
66,32,4,2019-11-11
66,32,2,2019-11-15
66,32,1,2019-11-13
66,34,2,2019-11-11
66,36,12,2019-11-11
66,36,10,2019-11-15
66,36,3,2019-11-13
66,37,2,2019-11-15
66,38,10,2019-11-11
66,38,12,2019-11-15
66,38,7,2019-11-13
66,45,64,2019-11-11
66,45,48,2019-11-15
66,45,19,2019-11-13
66,54,1,2019-11-13
66,57,6,2019-11-11
66,58,4,2019-11-11
66,58,2,2019-11-15
66,58,1,2019-11-13
66,59,4,2019-11-13
66,60,2,2019-11-11
66,61,38,2019-11-11
66,61,36,2019-11-15
66,61,13,2019-11-13
66,62,2,2019-11-11
66,62,2,2019-11-15
66,65,1,2019-11-13
66,66,64,2019-11-11
66,66,48,2019-11-15
66,66,27,2019-11-13
66,67,2,2019-11-11
66,67,2,2019-11-15
66,72,2,2019-11-15
66,72,1,2019-11-13
66,75,2,2019-11-11
66,78,2,2019-11-11
66,81,12,2019-11-11
66,81,12,2019-11-15
66,81,4,2019-11-13
66,83,4,2019-11-11
66,83,1,2019-11-13
66,85,2,2019-11-15
66,87,2,2019-11-11
66,87,2,2019-11-15
66,94,14,2019-11-11
66,94,4,2019-11-15
66,95,2,2019-11-15
66,98,4,2019-11-11
66,98,2,2019-11-15
66,98,2,2019-11-13
66,99,10,2019-11-11
66,99,10,2019-11-15
66,99,5,2019-11-13
66,104,10,2019-11-11
66,104,6,2019-11-15
66,104,2,2019-11-13
66,113,2,2019-11-15
66,120,2,2019-11-11
66,120,2,2019-11-15
66,126,1,2019-11-13
66,130,2,2019-11-11
66,130,2,2019-11-15
66,132,24,2019-11-11
66,132,24,2019-11-15
66,132,11,2019-11-13
66,144,1,2019-11-13
66,153,2,2019-11-13
66,162,2,2019-11-11
66,163,2,2019-11-11
66,163,1,2019-11-13
66,168,1,2019-11-13
66,176,2,2019-11-11
66,181,2,2019-11-11
66,182,2,2019-11-11
66,182,2,2019-11-15
66,182,1,2019-11-13
66,186,2,2019-11-15
66,187,1,2019-11-13
66,205,2,2019-11-11
66,205,1,2019-11-13
66,220,2,2019-11-11
66,237,4,2019-11-11
66,237,1,2019-11-13
66,248,2,2019-11-11
66,248,2,2019-11-15
66,249,2,2019-11-15
66,252,2,2019-11-11
66,252,2,2019-11-15
66,252,1,2019-11-13
66,285,2,2019-11-15
66,285,1,2019-11-13
66,288,2,2019-11-15
66,293,6,2019-11-11
66,293,2,2019-11-15
66,294,2,2019-11-11
66,294,2,2019-11-15
66,294,1,2019-11-13
66,296,12,2019-11-11
66,296,4,2019-11-15
66,296,3,2019-11-13
66,301,4,2019-11-11
66,306,2,2019-11-11
66,306,2,2019-11-15
66,306,1,2019-11-13
66,307,4,2019-11-11
66,307,2,2019-11-15
66,307,1,2019-11-13
66,311,2,2019-11-15
66,311,1,2019-11-13
66,315,24,2019-11-11
66,315,16,2019-11-15
66,315,13,2019-11-13
66,322,6,2019-11-11
66,322,2,2019-11-15
66,334,2,2019-11-11
66,334,4,2019-11-15
66,334,1,2019-11-13
66,351,1,2019-11-13
66,362,2,2019-11-11
66,376,2,2019-11-11
66,388,2,2019-11-15
66,391,8,2019-11-11
66,391,14,2019-11-15
66,391,1,2019-11-13
66,399,12,2019-11-11
66,399,4,2019-11-15
66,400,2,2019-11-15
66,404,2,2019-11-11
66,1001,2,2019-11-13
66,1006,2,2019-11-11
66,1006,1,2019-11-13
66,1026,2,2019-11-11
66,1026,4,2019-11-15
66,1026,1,2019-11-13
66,1040,1,2019-11-13
66,1041,2,2019-11-15
66,1041,1,2019-11-13
66,1042,2,2019-11-15
66,1055,1,2019-11-13
66,1073,2,2019-11-15
66,1073,2,2019-11-13
66,1087,2,2019-11-15
66,1088,4,2019-11-11
66,1088,2,2019-11-15
66,1088,3,2019-11-13
66,1093,4,2019-11-11
66,1106,1,2019-11-13
66,1120,4,2019-11-11
66,1120,2,2019-11-15
66,1120,2,2019-11-13
66,1132,2,2019-11-15
66,1138,2,2019-11-11
66,1155,2,2019-11-11
66,1228,2,2019-11-11
66,1229,2,2019-11-11
66,1230,2,2019-11-15
66,1318,2,2019-11-11
66,1318,2,2019-11-15
66,1331,1,2019-11-13
66,1383,2,2019-11-15
66,1383,1,2019-11-13
66,1388,2,2019-11-15
66,1412,2,2019-11-11
66,1413,2,2019-11-11
66,1413,1,2019-11-13
66,1444,2,2019-11-15
66,1624,2,2019-11-15
67,1,2,2019-11-11
67,2,2,2019-11-11
67,2,2,2019-11-15
67,2,3,2019-11-13
67,5,2,2019-11-15
67,7,2,2019-11-15
67,10,2,2019-11-11
67,10,2,2019-11-15
67,10,1,2019-11-13
67,11,2,2019-11-15
67,14,2,2019-11-11
67,14,1,2019-11-13
67,18,2,2019-11-11
67,19,8,2019-11-15
67,20,6,2019-11-11
67,20,2,2019-11-15
67,20,1,2019-11-13
67,22,2,2019-11-11
67,22,2,2019-11-15
67,24,6,2019-11-11
67,24,10,2019-11-15
67,24,2,2019-11-13
67,29,10,2019-11-11
67,29,12,2019-11-15
67,29,3,2019-11-13
67,30,2,2019-11-11
67,30,4,2019-11-15
67,31,4,2019-11-11
67,31,2,2019-11-15
67,32,1,2019-11-13
67,35,6,2019-11-11
67,35,4,2019-11-15
67,36,2,2019-11-11
67,37,12,2019-11-11
67,37,22,2019-11-15
67,37,7,2019-11-13
67,38,14,2019-11-11
67,38,8,2019-11-15
